日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,註記
113/02/16,"21,758,857","1,027,848,810",47.50,47.95,46.85,46.90,+0.25,"10,742",
113/02/19,"16,299,946","762,413,998",47.10,47.45,46.35,46.90, 0.00,"10,498",
113/02/20,"33,476,370","1,606,214,491",47.30,48.65,47.10,48.15,+1.25,"18,416",
113/02/21,"71,284,366","3,485,315,660",48.80,49.35,48.30,48.35,+0.20,"36,213",
113/02/22,"70,222,593","3,487,830,303",48.95,50.40,48.30,49.95,+1.60,"30,664",
113/02/23,"39,647,881","1,961,098,414",50.20,50.40,48.85,49.10,-0.85,"22,075",
113/02/26,"24,867,278","1,215,176,163",49.20,49.40,48.60,48.70,-0.40,"14,839",
113/02/27,"30,172,062","1,475,071,957",48.75,49.50,48.55,48.55,-0.15,"14,595",
113/02/29,"43,427,819","2,157,229,696",49.00,50.00,48.85,49.85,+1.30,"19,085",
113/03/01,"28,836,422","1,416,435,046",49.50,49.75,48.70,49.15,-0.70,"15,596",
113/03/04,"43,947,891","2,131,099,765",48.80,49.35,48.00,48.90,-0.25,"24,273",
113/03/05,"28,585,658","1,400,167,452",49.00,49.55,48.55,48.60,-0.30,"14,230",
113/03/06,"23,435,122","1,130,911,809",48.50,49.00,48.00,48.00,-0.60,"13,969",
113/03/07,"22,843,922","1,102,084,275",48.15,48.75,48.00,48.00, 0.00,"11,877",
113/03/08,"53,119,136","2,552,716,100",48.15,49.10,47.40,47.55,-0.45,"26,258",
113/03/11,"24,200,436","1,173,881,521",48.15,48.80,48.15,48.60,+1.05,"12,628",
113/03/12,"25,478,683","1,244,930,553",48.90,49.15,48.40,48.95,+0.35,"12,153",
113/03/13,"28,999,076","1,419,729,324",49.30,49.50,48.55,48.70,-0.25,"15,140",
113/03/14,"29,823,252","1,429,168,964",48.90,48.90,47.60,47.75,-0.95,"15,558",
113/03/15,"62,113,927","2,876,740,975",47.20,47.20,45.20,46.50,-1.25,"29,959",
113/03/18,"34,252,650","1,546,700,770",45.70,45.70,45.00,45.15,-1.35,"19,949",
113/03/19,"20,381,076","927,454,846",45.20,45.85,45.15,45.30,+0.15,"12,106",
113/03/20,"29,138,261","1,315,987,114",45.45,45.75,44.85,44.95,-0.35,"15,431",
113/03/21,"26,906,772","1,235,553,035",45.90,46.55,45.45,45.45,+0.50,"14,370",
113/03/22,"17,242,106","779,859,617",45.80,45.85,45.00,45.15,-0.30,"11,446",
113/03/25,"12,832,393","584,833,634",45.20,45.80,45.20,45.60,+0.45,"7,297",
113/03/26,"37,646,092","1,678,568,525",45.45,45.45,44.05,44.15,-1.45,"22,304",
113/03/27,"13,187,692","583,734,943",44.20,44.65,44.10,44.15, 0.00,"8,308",
113/03/28,"16,023,166","708,702,847",44.35,44.55,44.00,44.10,-0.05,"9,045",
113/03/29,"11,466,644","509,207,588",44.20,44.65,44.20,44.40,+0.30,"6,321",
113/04/01,"11,449,289","508,362,953",44.70,44.75,44.25,44.30,-0.10,"6,892",
113/04/02,"11,515,178","509,649,005",44.30,44.45,44.00,44.45,+0.15,"6,511",
113/04/03,"16,554,721","726,871,480",44.20,44.30,43.80,43.80,-0.65,"10,258",
113/04/08,"21,937,216","972,942,854",43.85,45.40,43.60,45.10,+1.30,"11,274",
113/04/09,"21,768,021","983,774,907",45.10,45.60,44.80,44.95,-0.15,"11,637",
113/04/10,"18,377,231","820,704,105",45.25,45.30,44.40,44.40,-0.55,"9,831",
113/04/11,"15,435,778","695,663,962",44.80,45.30,44.70,45.00,+0.60,"8,114",
113/04/12,"14,889,514","671,605,190",45.30,45.40,44.85,45.20,+0.20,"8,193",
113/04/15,"22,010,499","992,191,487",45.00,45.65,44.25,45.20, 0.00,"10,670",
113/04/16,"28,118,165","1,238,823,864",45.05,45.15,43.55,43.80,-1.40,"15,190",
113/04/17,"12,637,137","555,819,465",43.60,44.30,43.60,43.95,+0.15,"6,814",
113/04/18,"13,796,326","604,611,458",43.95,44.20,43.60,43.80,-0.15,"7,135",
113/04/19,"59,459,827","2,689,884,544",43.65,46.25,43.65,45.15,+1.35,"28,387",
113/04/22,"64,592,820","3,008,783,796",46.40,47.30,45.55,45.60,+0.45,"32,864",
113/04/23,"14,809,050","676,639,810",45.60,46.05,45.25,45.85,+0.25,"9,387",
113/04/24,"34,609,651","1,610,694,341",46.35,47.00,45.80,46.70,+0.85,"15,017",
113/04/25,"20,795,682","973,751,068",46.50,47.10,46.15,47.10,+0.40,"9,858",
113/04/26,"222,281,153","11,189,101,735",47.10,51.80,47.05,51.80,+4.70,"87,271",
113/04/29,"195,544,134","10,544,785,506",55.00,55.50,52.60,52.90,+1.10,"84,382",
113/04/30,"80,293,324","4,183,425,806",53.00,53.00,51.30,52.20,-0.70,"41,766",
113/05/02,"83,997,499","4,346,393,580",53.10,53.80,50.50,51.30,-0.90,"39,570",
113/05/03,"56,891,092","2,885,860,607",51.30,51.70,49.85,50.40,-0.90,"24,834",
113/05/06,"32,037,880","1,617,961,660",50.00,51.30,49.55,50.60,+0.20,"15,935",
113/05/07,"83,754,258","4,373,006,078",51.00,52.90,50.60,52.50,+1.90,"36,659",
113/05/08,"83,742,789","4,437,730,385",53.20,54.10,52.00,52.20,-0.30,"37,161",
113/05/09,"200,190,982","10,972,269,432",53.00,56.20,52.70,55.10,+2.90,"85,172",
113/05/10,"393,050,359","23,321,350,217",56.40,60.60,56.10,60.60,+5.50,"135,374",
113/05/13,"278,967,888","18,487,163,535",65.60,66.60,64.20,66.60,+6.00,"88,494",
113/05/14,"486,049,879","34,467,460,285",68.10,73.20,67.20,71.30,+4.70,"221,637",
113/05/15,"236,872,287","16,781,480,408",70.60,72.10,69.20,71.40,+0.10,"109,576",
113/05/16,"309,302,343","22,724,642,774",72.00,76.40,71.10,74.10,+2.70,"139,429",
113/05/17,"47,327,320","3,402,309,989",74.10,74.10,70.60,71.00,-3.10,"29,369",
113/05/20,"33,011,736","2,370,652,978",72.00,72.50,70.50,72.50,+1.50,"19,966",
113/05/21,"24,383,393","1,730,944,221",72.10,72.10,70.40,71.40,-1.10,"14,896",
113/05/22,"25,468,961","1,831,055,917",71.50,72.70,70.60,72.00,+0.60,"14,444",
113/05/23,"18,143,794","1,301,236,983",72.40,72.40,71.20,71.30,-0.70,"11,094",
113/05/24,"33,052,208","2,418,464,621",72.00,74.00,72.00,73.50,+2.20,"19,653",
113/05/27,"60,865,451","4,672,134,034",75.90,79.90,74.30,78.30,+4.80,"38,299",
113/05/28,"51,404,688","4,092,614,267",79.00,80.90,78.50,79.50,+1.20,"34,786",
113/05/29,"43,835,271","3,444,900,885",79.80,81.40,76.00,77.20,-2.30,"30,877",
113/05/30,"32,411,138","2,514,319,232",76.70,79.10,75.10,78.30,+1.10,"19,526",
113/05/31,"316,692,323","23,988,980,396",80.30,81.40,70.50,71.50,-6.80,"155,858",
113/06/03,"179,063,615","13,229,846,510",74.50,75.90,70.40,75.90,+4.40,"87,063",
113/06/04,"95,446,594","7,172,704,812",74.80,76.60,73.20,75.70,-0.20,"50,751",
113/06/05,"257,244,147","20,707,388,227",77.30,82.30,77.30,80.40,+4.70,"126,520",
113/06/06,"320,668,936","26,547,985,138",82.00,84.50,80.50,83.70,+3.30,"160,350",
113/06/07,"230,299,115","19,172,576,701",82.70,85.40,81.00,82.90,-0.80,"138,129",
113/06/11,"329,806,160","26,165,682,266",84.50,86.00,74.70,74.70,-8.20,"175,042",
113/06/12,"244,285,719","17,490,007,221",74.30,75.60,68.60,70.90,-3.80,"124,832",
113/06/13,"150,499,221","11,012,719,304",74.00,74.80,71.40,72.40,+1.50,"77,023",
113/06/14,"158,775,936","11,826,158,504",73.20,76.50,72.50,75.40,+3.00,"74,170",
113/06/17,"106,406,679","7,904,053,952",75.80,75.80,73.00,73.70,-1.70,"51,721",
113/06/18,"52,474,711","3,889,092,341",74.30,74.80,73.30,74.10,+0.40,"25,755",
113/06/19,"106,052,977","8,050,205,178",74.50,77.50,74.10,75.00,+0.90,"54,294",
113/06/20,"61,244,105","4,682,243,083",75.80,77.00,75.80,76.70,+1.70,"34,548",
113/06/21,"159,710,618","12,399,803,214",78.90,80.00,75.60,75.90,-0.80,"79,261",
113/06/24,"57,310,946","4,286,136,730",75.90,76.40,73.80,74.20,-1.70,"31,549",
113/06/25,"71,965,554","5,438,834,860",75.00,76.50,74.30,76.50,+2.30,"35,308",
113/06/26,"56,002,499","4,224,774,690",76.50,76.90,74.70,75.00,-1.50,"27,729",
113/06/27,"41,427,474","3,129,103,768",75.50,76.30,74.70,75.20,+0.20,"20,076",
113/06/28,"38,817,375","2,906,433,815",75.70,76.00,74.20,74.60,-0.60,"19,100",
113/07/01,"65,794,333","4,903,049,636",75.80,76.30,72.70,73.70,-0.90,"29,041",
113/07/02,"41,420,702","3,060,975,845",73.90,74.50,73.10,74.10,+0.40,"20,211",
113/07/03,"66,030,367","4,997,393,562",75.10,77.10,74.50,74.80,+0.70,"31,251",
113/07/04,"42,976,825","3,200,927,037",75.40,75.50,73.80,73.80,-1.00,"23,110",
113/07/05,"44,895,157","3,268,322,447",74.30,74.40,72.20,72.30,-1.50,"27,951",
113/07/08,"100,848,530","6,816,532,025",68.90,69.20,66.00,67.50,-4.80,"56,655",
113/07/09,"65,986,430","4,335,548,549",67.50,67.60,64.50,65.20,X0.00,"34,954",
113/07/10,"41,841,694","2,748,412,718",66.00,66.70,65.00,65.10,-0.10,"21,990",
113/07/11,"27,007,816","1,768,706,928",66.00,66.30,65.10,65.10, 0.00,"14,619",
113/07/12,"37,197,632","2,379,753,529",64.40,64.80,63.20,64.00,-1.10,"22,951",
113/07/15,"49,155,771","3,119,259,087",63.50,64.90,62.60,63.10,-0.90,"23,520",
113/07/16,"31,367,484","1,981,966,203",63.90,64.40,62.40,62.40,-0.70,"19,688",
113/07/17,"41,313,306","2,562,245,392",62.60,63.00,61.50,61.90,-0.50,"22,167",
113/07/18,"23,277,028","1,442,971,418",62.40,62.50,61.60,61.80,-0.10,"13,097",
113/07/19,"42,140,571","2,547,324,833",61.80,61.80,59.90,60.20,-1.60,"22,987",
113/07/22,"54,526,129","3,182,446,668",59.20,59.60,57.30,58.60,-1.60,"25,684",
113/07/23,"49,239,168","2,984,552,158",59.70,61.80,59.00,60.80,+2.20,"28,094",
113/07/26,"26,521,378","1,585,022,356",58.60,60.50,58.40,60.30,-0.50,"14,933",
113/07/29,"25,470,415","1,534,637,899",60.50,61.40,59.40,60.00,-0.30,"13,526",
113/07/30,"40,739,538","2,495,251,249",61.80,62.40,60.10,62.30,+2.30,"21,178",
113/07/31,"36,377,513","2,292,249,176",61.80,63.80,61.50,63.40,+1.10,"18,350",
113/08/01,"35,214,137","2,271,925,251",64.30,65.20,63.40,64.60,+1.20,"20,062",
113/08/02,"67,717,168","4,405,870,975",63.50,66.40,63.10,64.10,-0.50,"37,205",
113/08/05,"59,339,632","3,612,780,695",63.10,63.20,59.60,60.00,-4.10,"33,684",
113/08/06,"76,619,335","4,779,670,393",61.60,65.20,60.80,61.10,+1.10,"41,145",
113/08/07,"48,989,537","3,070,025,481",61.80,64.30,60.80,63.60,+2.50,"27,891",
113/08/08,"38,987,975","2,409,069,292",63.00,63.20,61.10,61.20,-2.40,"20,746",
113/08/09,"62,540,696","3,846,505,287",62.80,63.20,59.30,60.80,-0.40,"31,112",
113/08/12,"72,122,420","4,485,256,492",60.00,64.00,59.70,63.50,+2.70,"35,256",
113/08/13,"66,663,164","4,143,165,568",63.50,63.80,61.20,61.80,-1.70,"37,800",
113/08/14,"39,815,883","2,466,055,514",62.10,63.00,61.20,61.60,-0.20,"19,277",
113/08/15,"59,384,711","3,757,082,649",62.10,64.40,61.70,63.80,+2.20,"29,289",
113/08/16,"40,422,936","2,591,574,182",64.10,64.90,63.50,63.80, 0.00,"23,731",
113/08/19,"16,591,293","1,060,520,619",64.50,64.50,63.50,63.70,-0.10,"12,033",
113/08/20,"30,411,585","1,957,673,960",64.60,65.10,63.60,63.70, 0.00,"16,009",
113/08/21,"31,161,151","1,991,559,468",64.00,64.70,62.80,63.70, 0.00,"16,733",
113/08/22,"13,456,752","858,586,399",63.70,64.20,63.50,63.70, 0.00,"8,288",
113/08/23,"19,593,925","1,250,343,121",64.20,64.30,63.40,63.60,-0.10,"10,528",
113/08/26,"41,294,178","2,672,130,351",63.80,65.90,63.50,64.20,+0.60,"19,534",
113/08/27,"35,054,646","2,212,041,144",64.20,64.60,62.40,62.70,-1.50,"23,899",
113/08/28,"11,130,476","697,470,937",63.00,63.10,62.30,62.60,-0.10,"6,620",
113/08/29,"10,016,680","628,552,816",62.30,63.00,62.20,62.90,+0.30,"5,871",
113/08/30,"31,562,837","2,019,818,329",63.40,64.50,63.20,64.50,+1.60,"14,940",
113/09/02,"29,057,352","1,832,746,290",64.60,64.60,62.30,62.30,-2.20,"18,346",
113/09/03,"14,030,361","875,093,520",62.50,63.10,61.80,61.80,-0.50,"7,645",
113/09/04,"30,346,895","1,819,493,910",59.60,61.40,58.60,60.70,-1.10,"17,048",
113/09/05,"22,747,698","1,401,855,501",61.10,62.60,60.90,61.50,+0.80,"10,956",
113/09/06,"17,113,912","1,057,861,013",61.10,62.30,60.80,62.10,+0.60,"9,209",
113/09/09,"19,930,799","1,208,413,055",61.00,61.10,60.20,60.60,-1.50,"10,487",
113/09/10,"20,871,936","1,263,014,174",61.00,61.70,59.70,59.80,-0.80,"10,751",
113/09/11,"20,684,100","1,265,258,147",60.50,61.80,60.00,61.30,+1.50,"9,886",
113/09/12,"22,406,344","1,393,254,342",62.40,62.80,61.70,62.00,+0.70,"10,325",
113/09/13,"19,873,494","1,239,105,352",62.70,62.70,61.80,62.40,+0.40,"9,672",
113/09/16,"13,455,410","829,657,773",61.90,62.00,61.40,61.70,-0.70,"7,932",
113/09/18,"23,361,060","1,464,774,048",61.90,63.20,61.90,62.60,+0.90,"11,004",
113/09/19,"16,048,549","1,011,995,793",63.00,63.40,62.50,63.40,+0.80,"8,291",
113/09/20,"27,870,893","1,770,497,751",64.20,64.30,62.80,63.60,+0.20,"14,088",
113/09/23,"31,439,053","2,017,184,646",63.70,64.70,63.50,64.50,+0.90,"16,157",
113/09/24,"155,634,574","10,500,052,203",65.10,69.00,65.00,67.60,+3.10,"93,848",
113/09/25,"144,219,832","9,961,327,523",68.90,70.40,67.60,70.40,+2.80,"82,772",
113/09/26,"208,712,759","15,178,910,055",70.70,74.90,70.30,70.90,+0.50,"122,147",
113/09/27,"98,830,258","7,155,449,582",72.30,73.40,71.30,72.90,+2.00,"59,449",
113/09/30,"96,188,483","6,717,402,799",72.90,72.90,68.20,69.00,-3.90,"74,220",
113/10/01,"60,124,019","4,243,108,277",70.10,71.70,69.70,70.50,+1.50,"34,967",
113/10/04,"97,760,713","6,295,435,913",63.90,65.60,63.80,64.10,-6.40,"58,758",
113/10/07,"45,572,561","2,901,963,385",64.10,64.40,62.80,64.10, 0.00,"22,171",
113/10/08,"26,353,687","1,684,095,888",64.20,64.60,63.50,63.50,-0.60,"13,992",
113/10/09,"37,430,665","2,339,455,483",63.80,63.80,61.80,62.50,-1.00,"20,610",
113/10/11,"22,498,575","1,420,989,505",62.70,63.80,62.50,62.80,+0.30,"11,716",
113/10/14,"15,069,490","953,973,188",63.00,63.90,62.80,63.30,+0.50,"8,621",
113/10/15,"13,971,901","886,743,357",63.70,63.90,63.10,63.10,-0.20,"7,738",
113/10/16,"20,789,145","1,325,669,774",63.10,64.40,62.50,63.70,+0.60,"11,520",
113/10/17,"40,625,669","2,650,823,045",63.80,65.90,63.70,65.50,+1.80,"21,976",
113/10/18,"32,258,893","2,125,194,241",66.50,66.50,65.30,65.90,+0.40,"19,185",
113/10/21,"48,853,199","3,297,860,160",66.40,68.50,66.00,68.40,+2.50,"27,428",
113/10/22,"46,592,431","3,180,266,042",69.00,69.30,67.60,67.80,-0.60,"30,042",
113/10/23,"26,607,875","1,821,103,976",68.30,69.00,67.70,68.50,+0.70,"14,192",
113/10/24,"23,875,494","1,613,368,281",68.30,68.30,66.70,67.30,-1.20,"20,755",
113/10/25,"19,152,901","1,298,141,334",67.40,68.50,67.40,67.80,+0.50,"10,210",
113/10/28,"28,577,250","1,950,494,408",69.10,69.80,67.50,68.10,+0.30,"21,143",
113/10/29,"21,268,169","1,415,460,187",67.40,67.50,66.00,66.20,-1.90,"14,495",
113/10/30,"15,974,707","1,068,718,080",66.60,67.70,66.40,66.40,+0.20,"8,516",
113/11/01,"86,303,743","5,950,811,972",67.00,70.50,66.70,70.00,+3.60,"41,688",
113/11/04,"62,545,045","4,323,020,597",70.30,70.70,68.00,68.10,-1.90,"41,263",
113/11/05,"85,054,930","5,988,379,470",68.50,71.90,68.50,70.70,+2.60,"42,520",
113/11/06,"37,946,660","2,669,850,787",71.00,71.10,69.70,70.80,+0.10,"25,001",
113/11/07,"37,593,714","2,612,025,157",69.50,70.30,68.50,69.70,-1.10,"25,901",
113/11/08,"83,142,823","5,977,764,165",70.70,73.00,70.30,71.50,+1.80,"40,205",
113/11/11,"54,595,443","3,895,115,154",72.40,72.50,70.30,71.80,+0.30,"44,999",
113/11/12,"116,831,824","8,481,753,570",72.20,73.90,71.50,72.10,+0.30,"55,590",
113/11/13,"48,725,218","3,499,916,679",73.10,73.10,71.10,71.30,-0.80,"36,401",
113/11/14,"42,829,838","3,056,398,053",71.50,72.20,70.60,70.80,-0.50,"21,291",
113/11/15,"67,910,364","4,929,121,737",71.60,73.30,71.50,72.20,+1.40,"30,743",
113/11/18,"43,999,291","3,194,537,671",72.30,73.20,71.70,72.10,-0.10,"21,817",
113/11/19,"91,555,737","6,783,348,697",72.80,74.70,72.40,74.70,+2.60,"45,091",
113/11/20,"191,128,986","14,792,137,101",75.20,79.80,74.50,77.10,+2.40,"116,391",
113/11/21,"129,678,456","10,225,285,241",77.90,79.80,77.40,79.30,+2.20,"74,084",
113/11/22,"84,315,590","6,553,256,258",77.30,78.80,76.70,77.50,-1.80,"55,874",
113/11/25,"98,772,725","7,580,272,575",77.30,78.20,75.30,76.50,-1.00,"43,902",
113/11/26,"40,027,133","3,055,758,251",76.00,77.10,75.90,76.20,-0.30,"24,691",
113/11/27,"99,998,121","7,260,089,298",76.20,76.60,70.50,71.70,-4.50,"56,677",
113/11/28,"41,219,462","2,987,724,880",71.70,73.50,71.70,72.50,+0.80,"25,678",
113/11/29,"60,659,875","4,452,881,942",73.80,74.60,72.50,73.20,+0.70,"36,518",
113/12/02,"42,671,620","3,188,970,343",74.40,75.50,74.10,74.30,+1.10,"23,216",
113/12/03,"38,167,973","2,884,062,946",75.20,76.20,74.80,75.70,+1.40,"27,763",
113/12/04,"34,090,575","2,570,125,510",75.40,76.00,74.80,75.90,+0.20,"21,517",
113/12/05,"25,447,074","1,910,085,456",75.80,75.80,74.70,74.70,-1.20,"26,610",
113/12/06,"28,016,186","2,120,029,445",75.30,76.20,75.30,75.60,+0.90,"14,842",
113/12/09,"217,832,307","17,713,908,355",78.50,83.00,78.00,83.00,+7.40,"110,926",
113/12/10,"114,473,303","9,324,751,009",82.50,83.00,80.20,80.50,-2.50,"76,702",
113/12/11,"67,166,976","5,375,566,589",80.00,81.40,78.80,79.20,-1.30,"38,735",
113/12/12,"59,538,334","4,698,493,927",80.00,80.50,78.20,78.60,-0.60,"34,752",
113/12/13,"99,983,673","8,055,321,377",78.90,81.80,78.60,80.40,+1.80,"54,278",
113/12/16,"98,249,778","7,787,867,058",81.30,81.50,77.70,78.90,-1.50,"57,261",
113/12/17,"52,169,024","4,132,758,163",79.00,80.20,78.50,78.70,-0.20,"27,519",
113/12/18,"46,529,374","3,653,688,966",78.70,79.40,77.60,78.90,+0.20,"28,034",
113/12/19,"68,051,777","5,330,637,666",78.10,79.50,77.80,78.20,-0.70,"34,017",
113/12/20,"129,661,853","10,315,071,644",79.00,80.40,78.30,79.70,+1.50,"41,929",
113/12/23,"99,875,371","7,827,395,625",79.50,79.50,77.40,78.90,-0.80,"42,052",
113/12/24,"84,702,344","6,709,171,428",79.00,80.10,78.40,78.80,-0.10,"32,089",
113/12/25,"60,620,883","4,730,220,144",79.40,79.40,77.40,77.40,-1.40,"32,242",
113/12/26,"45,689,169","3,526,936,250",77.70,78.20,76.70,76.70,-0.70,"24,445",
113/12/27,"40,017,798","3,049,136,061",77.00,77.40,75.50,75.70,-1.00,"27,425",
113/12/30,"26,618,524","2,011,440,997",75.90,76.60,74.80,75.20,-0.50,"17,056",
113/12/31,"21,319,623","1,614,459,184",75.10,76.30,75.00,75.70,+0.50,"13,767",
114/01/02,"37,050,041","2,853,166,092",76.20,77.80,76.20,76.60,+0.90,"24,711",
114/01/03,"44,889,744","3,477,993,549",77.70,78.50,76.70,77.40,+0.80,"31,513",
114/01/06,"41,158,063","3,151,087,644",77.40,77.50,76.20,76.50,-0.90,"22,537",
114/01/07,"45,335,375","3,521,538,344",76.50,79.00,75.80,79.00,+2.50,"18,010",
114/01/08,"34,726,249","2,700,664,632",78.20,78.40,77.40,77.60,-1.40,"18,224",
114/01/09,"84,021,645","6,239,871,676",77.40,77.50,72.60,72.60,-5.00,"53,055",
114/01/10,"48,010,504","3,440,141,555",71.50,72.60,70.60,72.20,-0.40,"26,257",
114/01/13,"42,972,993","3,013,317,286",71.50,71.90,69.50,69.90,-2.30,"22,274",
114/01/14,"24,387,794","1,743,387,138",70.10,72.00,70.00,72.00,+2.10,"14,238",
114/01/15,"20,422,722","1,459,197,170",72.00,72.30,70.70,70.90,-1.10,"14,260",
114/01/16,"35,661,234","2,502,843,240",70.80,71.20,69.60,69.80,-1.10,"22,114",
114/01/17,"33,456,383","2,309,865,291",69.50,69.70,68.60,68.80,-1.00,"16,943",
114/01/20,"31,663,507","2,134,324,484",68.40,68.40,67.00,67.10,-1.70,"20,530",
114/01/21,"28,493,160","1,929,730,147",67.50,68.70,67.00,67.00,-0.10,"16,246",
114/01/22,"21,451,068","1,445,209,185",67.50,67.80,66.50,67.80,+0.80,"12,817",
114/02/03,"30,935,366","2,062,792,401",66.50,68.30,66.10,66.10,-1.70,"16,040",
114/02/04,"33,094,723","2,149,402,218",66.80,66.90,64.20,64.50,-1.60,"19,450",
114/02/05,"33,344,992","2,233,806,317",65.40,67.70,65.40,67.70,+3.20,"19,258",
114/02/06,"14,215,108","952,596,608",67.50,67.50,66.70,67.00,-0.70,"11,092",
114/02/07,"13,049,873","878,930,585",67.70,68.00,67.00,67.40,+0.40,"8,058",
114/02/10,"17,875,295","1,209,645,819",67.40,68.00,67.10,67.80,+0.40,"10,004",
114/02/11,"18,766,233","1,278,277,563",68.20,68.90,67.60,67.80, 0.00,"11,062",
114/02/12,"24,475,759","1,689,487,360",68.80,69.60,68.30,68.40,+0.60,"14,338",
114/02/13,"26,339,535","1,829,722,531",68.30,70.20,67.50,70.10,+1.70,"16,793",
114/02/14,"19,427,962","1,360,915,345",70.10,70.50,69.20,70.30,+0.20,"14,544",
114/02/17,"17,721,568","1,255,234,144",70.30,71.50,69.80,71.20,+0.90,"15,474",
114/02/18,"15,448,882","1,101,181,065",71.30,71.60,70.80,71.50,+0.30,"10,595",
114/02/19,"11,531,795","823,958,930",71.80,71.80,70.90,71.70,+0.20,"10,571",
114/02/20,"18,398,326","1,325,492,320",71.70,72.80,71.40,71.60,-0.10,"12,312",
114/02/21,"12,700,279","910,696,293",71.80,72.10,71.40,71.40,-0.20,"15,796",
114/02/24,"25,621,274","1,847,020,419",70.70,72.70,70.50,72.40,+1.00,"14,984",
114/02/25,"26,793,131","1,955,993,214",73.20,73.50,72.60,73.00,+0.60,"14,368",
114/02/26,"34,667,646","2,576,385,991",74.40,75.00,73.60,74.10,+1.10,"19,200",
114/02/27,"26,680,135","1,959,416,236",74.30,74.70,72.30,72.90,-1.20,"19,740",
114/03/03,"15,893,637","1,150,869,279",71.30,73.00,71.20,72.60,-0.30,"10,373",
114/03/04,"14,602,892","1,053,172,969",72.00,72.80,71.30,72.60, 0.00,"11,778",
114/03/05,"14,380,639","1,048,312,329",73.10,73.40,72.20,73.20,+0.60,"8,483",
114/03/06,"16,522,477","1,217,966,872",73.20,74.40,73.10,73.60,+0.40,"9,363",
114/03/07,"32,683,490","2,441,063,841",73.90,75.50,73.70,74.80,+1.20,"21,092",
114/03/10,"19,008,417","1,414,265,332",75.30,75.30,73.80,74.00,-0.80,"18,101",
114/03/11,"28,420,607","2,081,313,247",72.90,74.10,72.10,73.70,-0.30,"18,601",
114/03/12,"24,871,597","1,821,829,317",73.30,74.60,72.20,72.90,-0.80,"24,660",
114/03/13,"60,214,327","4,513,236,150",75.40,76.00,74.20,74.40,+1.50,"37,403",
114/03/14,"48,203,402","3,605,838,515",74.00,75.80,74.00,74.20,-0.20,"27,171",
114/03/17,"45,952,076","3,469,088,168",74.80,76.20,74.00,75.90,+1.70,"24,682",
114/03/18,"47,721,409","3,665,735,391",76.30,78.00,75.50,77.40,+1.50,"26,865",
114/03/19,"28,438,090","2,197,948,367",77.40,77.80,76.80,77.10,-0.30,"17,270",
114/03/20,"25,603,052","1,992,941,920",77.70,78.10,77.40,78.00,+0.90,"14,801",
114/03/21,"24,250,355","1,869,934,488",78.30,78.40,76.70,76.80,-1.20,"17,318",
114/03/24,"20,226,312","1,565,279,775",77.20,77.80,76.90,77.20,+0.40,"11,743",
114/03/25,"20,213,536","1,572,708,499",77.80,78.10,77.40,77.90,+0.70,"10,548",
114/03/26,"16,442,647","1,274,636,786",78.10,78.20,77.10,77.40,-0.50,"12,500",
114/03/27,"20,059,139","1,543,345,260",77.40,77.90,76.10,76.60,-0.80,"15,525",
114/03/28,"19,004,717","1,436,926,016",76.80,76.80,75.00,75.20,-1.40,"14,192",
114/03/31,"27,118,024","2,013,523,826",74.00,75.00,73.00,74.40,-0.80,"16,302",
114/04/01,"23,750,628","1,818,161,223",74.90,77.40,74.70,77.00,+2.60,"14,504",
114/04/02,"15,474,960","1,192,390,429",77.00,77.40,76.40,77.40,+0.40,"9,471",
114/04/07,"4,820,865","336,013,705",69.70,69.70,69.70,69.70,-7.70,"5,003",
114/04/08,"65,915,496","4,158,190,934",63.50,64.30,62.80,62.80,-6.90,"34,450",
114/04/09,"53,614,594","3,151,371,925",59.90,61.90,56.60,56.60,-6.20,"32,891",
114/04/10,"11,086,170","689,559,640",62.20,62.20,62.20,62.20,+5.60,"4,436",
114/04/11,"68,828,974","4,567,733,906",62.00,68.40,60.50,68.40,+6.20,"35,792",
114/04/14,"126,312,564","9,359,743,471",73.00,75.20,71.00,73.60,+5.20,"58,699",
114/04/15,"79,495,004","5,883,016,842",74.30,75.40,73.20,73.20,-0.40,"49,969",
114/04/16,"31,652,269","2,296,934,383",72.70,73.50,71.50,72.50,-0.70,"21,207",
114/04/17,"37,306,793","2,632,697,749",71.50,71.80,69.90,71.00,-1.50,"23,929",
114/04/18,"60,195,599","4,374,212,775",71.30,74.40,71.20,72.10,+1.10,"33,411",
114/04/21,"31,453,649","2,211,182,301",69.00,71.40,68.60,69.90,-2.20,"22,869",
114/04/22,"26,193,638","1,822,957,172",69.30,70.30,69.00,69.50,-0.40,"15,854",
114/04/23,"25,189,241","1,789,813,727",70.90,71.50,70.30,71.40,+1.90,"13,873",
114/04/24,"17,899,073","1,275,892,922",71.20,71.90,70.90,70.90,-0.50,"10,082",
114/04/25,"25,637,323","1,805,171,175",71.90,72.00,69.60,69.80,-1.10,"19,024",
114/04/28,"13,886,749","970,801,317",70.20,70.20,69.40,69.90,+0.10,"8,216",
114/04/29,"23,686,209","1,642,577,490",70.00,70.10,68.90,69.10,-0.80,"14,582",
114/04/30,"26,954,940","1,843,540,574",69.30,69.40,67.80,68.00,-1.10,"15,915",
114/05/02,"33,518,051","2,353,561,925",68.80,71.00,68.70,70.90,+2.90,"18,369",
